Scorecard,Team 1,Team 2,Winner,Margin,Ground,Match Date
ODI # 2915,India,Australia,India,99 runs,Nagpur,"Oct 28, 2009"
ODI # 2916,Bangladesh,Zimbabwe,Bangladesh,7 wickets,Dhaka,"Oct 29, 2009"
ODI # 2917,Bangladesh,Zimbabwe,Bangladesh,4 wickets,Dhaka,"Oct 31, 2009"
ODI # 2918,India,Australia,India,6 wickets,Delhi,"Oct 31, 2009"
ODI # 2919,India,Australia,Australia,24 runs,Mohali,"Nov 2, 2009"
ODI # 2920,Bangladesh,Zimbabwe,Bangladesh,6 wickets,Chittagong,"Nov 3, 2009"
ODI # 2921,New Zealand,Pakistan,Pakistan,138 runs,Abu Dhabi,"Nov 3, 2009"
ODI # 2922,Bangladesh,Zimbabwe,Bangladesh,1 wicket,Chittagong,"Nov 5, 2009"
ODI # 2923,India,Australia,Australia,3 runs,Hyderabad (Deccan),"Nov 5, 2009"
ODI # 2924,New Zealand,Pakistan,New Zealand,64 runs,Abu Dhabi,"Nov 6, 2009"
ODI # 2925,India,Australia,Australia,6 wickets,Guwahati,"Nov 8, 2009"
ODI # 2926,South Africa,Zimbabwe,South Africa,45 runs,Benoni,"Nov 8, 2009"
ODI # 2927,New Zealand,Pakistan,New Zealand,7 runs,Abu Dhabi,"Nov 9, 2009"
ODI # 2928,South Africa,Zimbabwe,South Africa,212 runs,Centurion,"Nov 10, 2009"
ODI # 2929,South Africa,England,England,7 wickets,Centurion,"Nov 22, 2009"
ODI # 2930,South Africa,England,South Africa,112 runs,Cape Town,"Nov 27, 2009"
ODI # 2931,South Africa,England,England,7 wickets,Port Elizabeth,"Nov 29, 2009"
ODI # 2932,India,Sri Lanka,India,3 runs,Rajkot,"Dec 15, 2009"
ODI # 2933,India,Sri Lanka,Sri Lanka,3 wickets,Nagpur,"Dec 18, 2009"
ODI # 2934,India,Sri Lanka,India,7 wickets,Cuttack,"Dec 21, 2009"
ODI # 2935,India,Sri Lanka,India,7 wickets,Kolkata,"Dec 24, 2009"
ODI # 2936,India,Sri Lanka,no result,,Delhi,"Dec 27, 2009"
ODI # 2937,Bangladesh,Sri Lanka,Sri Lanka,7 wickets,Dhaka,"Jan 4, 2010"
ODI # 2938,India,Sri Lanka,Sri Lanka,5 wickets,Dhaka,"Jan 5, 2010"
ODI # 2939,Bangladesh,India,India,6 wickets,Dhaka,"Jan 7, 2010"
ODI # 2940,Bangladesh,Sri Lanka,Sri Lanka,9 wickets,Dhaka,"Jan 8, 2010"
ODI # 2941,India,Sri Lanka,India,8 wickets,Dhaka,"Jan 10, 2010"
ODI # 2942,Bangladesh,India,India,6 wickets,Dhaka,"Jan 11, 2010"
ODI # 2943,India,Sri Lanka,Sri Lanka,4 wickets,Dhaka,"Jan 13, 2010"
ODI # 2944,Australia,Pakistan,Australia,5 wickets,Brisbane,"Jan 22, 2010"
ODI # 2945,Australia,Pakistan,Australia,140 runs,Sydney,"Jan 24, 2010"
ODI # 2946,Australia,Pakistan,Australia,40 runs,Adelaide,"Jan 26, 2010"
ODI # 2947,Australia,Pakistan,Australia,135 runs,Perth,"Jan 29, 2010"
ODI # 2948,Australia,Pakistan,Australia,2 wickets,Perth,"Jan 31, 2010"
ODI # 2949,New Zealand,Bangladesh,New Zealand,146 runs,Napier,"Feb 5, 2010"
ODI # 2950,Australia,West Indies,Australia,113 runs,Melbourne,"Feb 7, 2010"
ODI # 2951,New Zealand,Bangladesh,New Zealand,5 wickets,Dunedin,"Feb 8, 2010"
ODI # 2952,Australia,West Indies,Australia,8 wickets,Adelaide,"Feb 9, 2010"
ODI # 2953,New Zealand,Bangladesh,New Zealand,3 wickets,Christchurch,"Feb 11, 2010"
ODI # 2954,Australia,West Indies,no result,,Sydney,"Feb 12, 2010"
ODI # 2955,Australia,West Indies,Australia,50 runs,Brisbane,"Feb 14, 2010"
ODI # 2956,Kenya,Netherlands,Kenya,6 wickets,Nairobi (Gym),"Feb 16, 2010"
ODI # 2957,Afghanistan,Canada,Afghanistan,1 run,Sharjah,"Feb 16, 2010"
ODI # 2958,Kenya,Netherlands,Netherlands,80 runs,Nairobi (Gym),"Feb 18, 2010"
ODI # 2959,Afghanistan,Canada,Canada,4 wickets,Sharjah,"Feb 18, 2010"
ODI # 2960,Australia,West Indies,Australia,125 runs,Melbourne,"Feb 19, 2010"
ODI # 2961,India,South Africa,India,1 run,Jaipur,"Feb 21, 2010"
ODI # 2962,India,South Africa,India,153 runs,Gwalior,"Feb 24, 2010"
ODI # 2963,India,South Africa,South Africa,90 runs,Ahmedabad,"Feb 27, 2010"
ODI # 2964,Bangladesh,England,England,6 wickets,Dhaka,"Feb 28, 2010"
ODI # 2965,Bangladesh,England,England,2 wickets,Dhaka,"Mar 2, 2010"
ODI # 2966,New Zealand,Australia,New Zealand,2 wickets,Napier,"Mar 3, 2010"
ODI # 2967,West Indies,Zimbabwe,Zimbabwe,2 runs,Providence,"Mar 4, 2010"
ODI # 2968,Bangladesh,England,England,45 runs,Chittagong,"Mar 5, 2010"
ODI # 2969,New Zealand,Australia,Australia,12 runs,Auckland,"Mar 6, 2010"
ODI # 2970,West Indies,Zimbabwe,West Indies,4 wickets,Providence,"Mar 6, 2010"
ODI # 2971,New Zealand,Australia,Australia,6 wickets,Hamilton,"Mar 9, 2010"
ODI # 2972,West Indies,Zimbabwe,West Indies,141 runs,Kingstown,"Mar 10, 2010"
ODI # 2973,New Zealand,Australia,Australia,6 wickets,Auckland,"Mar 11, 2010"
ODI # 2974,West Indies,Zimbabwe,West Indies,4 wickets,Kingstown,"Mar 12, 2010"
ODI # 2975,New Zealand,Australia,New Zealand,51 runs,Wellington,"Mar 13, 2010"
ODI # 2976,West Indies,Zimbabwe,West Indies,4 wickets,Kingstown,"Mar 14, 2010"
ODI # 2977,West Indies,Canada,West Indies,208 runs,Kingston,"Apr 13, 2010"
ODI # 2978,West Indies,Ireland,West Indies,6 wickets,Kingston,"Apr 15, 2010"
ODI # 2979,West Indies,South Africa,South Africa,66 runs,North Sound,"May 22, 2010"
ODI # 2980,West Indies,South Africa,South Africa,17 runs,North Sound,"May 24, 2010"
ODI # 2981,Zimbabwe,India,Zimbabwe,6 wickets,Bulawayo,"May 28, 2010"
ODI # 2982,West Indies,South Africa,South Africa,67 runs,Roseau,"May 28, 2010"
ODI # 2983,India,Sri Lanka,India,7 wickets,Bulawayo,"May 30, 2010"
ODI # 2984,West Indies,South Africa,South Africa,7 wickets,Roseau,"May 30, 2010"
ODI # 2985,Zimbabwe,Sri Lanka,Sri Lanka,9 wickets,Bulawayo,"Jun 1, 2010"
ODI # 2986,Zimbabwe,India,Zimbabwe,7 wickets,Harare,"Jun 3, 2010"
ODI # 2987,West Indies,South Africa,South Africa,1 wicket,Port of Spain,"Jun 3, 2010"
ODI # 2988,India,Sri Lanka,Sri Lanka,6 wickets,Harare,"Jun 5, 2010"
ODI # 2989,Zimbabwe,Sri Lanka,Zimbabwe,8 wickets,Harare,"Jun 7, 2010"
ODI # 2990,Zimbabwe,Sri Lanka,Sri Lanka,9 wickets,Harare,"Jun 9, 2010"
ODI # 2991,Sri Lanka,Pakistan,Sri Lanka,16 runs,Dambulla,"Jun 15, 2010"
ODI # 2992,Netherlands,Scotland,Netherlands,6 wickets,Rotterdam,"Jun 15, 2010"
ODI # 2993,Bangladesh,India,India,6 wickets,Dambulla,"Jun 16, 2010"
ODI # 2994,Ireland,Australia,Australia,39 runs,Dublin,"Jun 17, 2010"
ODI # 2995,Sri Lanka,Bangladesh,Sri Lanka,126 runs,Dambulla,"Jun 18, 2010"
ODI # 2996,India,Pakistan,India,3 wickets,Dambulla,"Jun 19, 2010"
ODI # 2997,Scotland,England,England,7 wickets,Edinburgh,"Jun 19, 2010"
ODI # 2998,Bangladesh,Pakistan,Pakistan,139 runs,Dambulla,"Jun 21, 2010"
ODI # 2999,Sri Lanka,India,Sri Lanka,7 wickets,Dambulla,"Jun 22, 2010"
ODI # 3000,England,Australia,England,4 wickets,Southampton,"Jun 22, 2010"
ODI # 3001,Sri Lanka,India,India,81 runs,Dambulla,"Jun 24, 2010"
ODI # 3002,England,Australia,England,4 wickets,Cardiff,"Jun 24, 2010"
ODI # 3003,England,Australia,England,1 wicket,Manchester,"Jun 27, 2010"
ODI # 3004,England,Australia,Australia,78 runs,The Oval,"Jun 30, 2010"
ODI # 3005,Afghanistan,Canada,Afghanistan,6 wickets,The Hague,"Jul 1, 2010"
ODI # 3006,Ireland,Kenya,Ireland,7 wickets,Rotterdam,"Jul 1, 2010"
ODI # 3007,Netherlands,Scotland,Scotland,1 wicket,Amstelveen,"Jul 1, 2010"
ODI # 3008,Afghanistan,Ireland,Ireland,39 runs,Rotterdam,"Jul 3-4, 2010"
ODI # 3009,Canada,Scotland,Scotland,69 runs,Amstelveen,"Jul 3, 2010"
ODI # 3010,Netherlands,Kenya,Netherlands,117 runs,The Hague,"Jul 3, 2010"
ODI # 3011,England,Australia,Australia,42 runs,Lord's,"Jul 3, 2010"
ODI # 3012,Afghanistan,Kenya,Afghanistan,1 wicket,Amstelveen,"Jul 5, 2010"
ODI # 3013,Ireland,Scotland,Ireland,5 wickets,The Hague,"Jul 5, 2010"
ODI # 3014,Netherlands,Canada,Netherlands,7 wickets,Rotterdam,"Jul 5, 2010"
ODI # 3015,Canada,Ireland,Ireland,5 wickets,Amstelveen,"Jul 7, 2010"
ODI # 3016,Kenya,Scotland,Scotland,6 runs,Rotterdam,"Jul 7, 2010"
ODI # 3017,Netherlands,Afghanistan,Afghanistan,6 wickets,The Hague,"Jul 7, 2010"
ODI # 3018,England,Bangladesh,England,6 wickets,Nottingham,"Jul 8, 2010"
ODI # 3019,Afghanistan,Scotland,Scotland,2 wickets,Rotterdam,"Jul 9, 2010"
ODI # 3020,Canada,Kenya,Canada,6 wickets,Schiedam,"Jul 9, 2010"
ODI # 3021,Netherlands,Ireland,Ireland,39 runs,Amstelveen,"Jul 9, 2010"
ODI # 3022,Canada,Kenya,Canada,3 wickets,Schiedam,"Jul 10, 2010"
ODI # 3023,Ireland,Scotland,Ireland,6 wickets,Amstelveen,"Jul 10, 2010"
ODI # 3024,Netherlands,Afghanistan,Afghanistan,5 wickets,Rotterdam,"Jul 10, 2010"
ODI # 3025,England,Bangladesh,Bangladesh,5 runs,Bristol,"Jul 10, 2010"
ODI # 3026,England,Bangladesh,England,144 runs,Birmingham,"Jul 12, 2010"
ODI # 3027,Ireland,Bangladesh,Ireland,7 wickets,Belfast,"Jul 15, 2010"
ODI # 3028,Ireland,Bangladesh,Bangladesh,6 wickets,Belfast,"Jul 16, 2010"
ODI # 3029,Bangladesh,Netherlands,Netherlands,6 wickets,Glasgow,"Jul 20, 2010"
ODI # 3030,India,New Zealand,New Zealand,200 runs,Dambulla,"Aug 10, 2010"
ODI # 3031,Sri Lanka,New Zealand,Sri Lanka,3 wickets,Dambulla,"Aug 13, 2010"
ODI # 3032,Sri Lanka,India,India,6 wickets,Dambulla,"Aug 16, 2010"
ODI # 3033,Scotland,Afghanistan,Afghanistan,9 wickets,Ayr,"Aug 16, 2010"
ODI # 3034,Ireland,Netherlands,Ireland,70 runs,Dublin,"Aug 16, 2010"
ODI # 3035,Scotland,Afghanistan,Scotland,6 wickets,Ayr,"Aug 17, 2010"
ODI # 3036,Ireland,Netherlands,Ireland,9 wickets,Dublin,"Aug 18, 2010"
ODI # 3037,Sri Lanka,New Zealand,no result,,Dambulla,"Aug 19-20, 2010"
ODI # 3038,Sri Lanka,India,Sri Lanka,8 wickets,Dambulla,"Aug 22, 2010"
ODI # 3039,India,New Zealand,India,105 runs,Dambulla,"Aug 25, 2010"
ODI # 3040,Sri Lanka,India,Sri Lanka,74 runs,Dambulla,"Aug 28, 2010"
ODI # 3041,Canada,Ireland,Canada,4 runs,Toronto,"Sep 6, 2010"
ODI # 3042,Canada,Ireland,Ireland,92 runs,Toronto,"Sep 7, 2010"
ODI # 3043,England,Pakistan,England,24 runs,Chester-le-Street,"Sep 10, 2010"
ODI # 3044,England,Pakistan,England,4 wickets,Leeds,"Sep 12, 2010"
ODI # 3045,England,Pakistan,Pakistan,23 runs,The Oval,"Sep 17, 2010"
ODI # 3046,England,Pakistan,Pakistan,38 runs,Lord's,"Sep 20, 2010"
ODI # 3047,England,Pakistan,England,121 runs,Southampton,"Sep 22, 2010"
ODI # 3048,Zimbabwe,Ireland,Zimbabwe,2 wickets,Harare,"Sep 26, 2010"
ODI # 3049,Zimbabwe,Ireland,Zimbabwe,3 wickets,Harare,"Sep 28, 2010"
ODI # 3050,Zimbabwe,Ireland,Ireland,20 runs,Harare,"Sep 30, 2010"
ODI # 3051,Bangladesh,New Zealand,Bangladesh,9 runs,Dhaka,"Oct 5, 2010"
ODI # 3052,Kenya,Afghanistan,Kenya,92 runs,Nairobi (Gym),"Oct 7, 2010"
ODI # 3053,Kenya,Afghanistan,Afghanistan,6 wickets,Nairobi (Gym),"Oct 9, 2010"
ODI # 3054,Bangladesh,New Zealand,Bangladesh,7 wickets,Dhaka,"Oct 11, 2010"
ODI # 3055,Kenya,Afghanistan,Kenya,8 wickets,Nairobi (Gym),"Oct 11, 2010"
ODI # 3056,Bangladesh,New Zealand,Bangladesh,9 runs,Dhaka,"Oct 14, 2010"
ODI # 3057,South Africa,Zimbabwe,South Africa,64 runs,Bloemfontein,"Oct 15, 2010"
ODI # 3058,Bangladesh,New Zealand,Bangladesh,3 runs,Dhaka,"Oct 17, 2010"
ODI # 3059,South Africa,Zimbabwe,South Africa,8 wickets,Potchefstroom,"Oct 17, 2010"
ODI # 3060,India,Australia,India,5 wickets,Visakhapatnam,"Oct 20, 2010"
ODI # 3061,South Africa,Zimbabwe,South Africa,272 runs,Benoni,"Oct 22, 2010"
ODI # 3062,Pakistan,South Africa,South Africa,8 wickets,Abu Dhabi,"Oct 29, 2010"
ODI # 3063,Pakistan,South Africa,Pakistan,1 wicket,Abu Dhabi,"Oct 31, 2010"
ODI # 3064,Pakistan,South Africa,South Africa,2 runs,Dubai (DSC),"Nov 2, 2010"
ODI # 3065,Australia,Sri Lanka,Sri Lanka,1 wicket,Melbourne,"Nov 3, 2010"
ODI # 3066,Australia,Sri Lanka,Sri Lanka,29 runs,Sydney,"Nov 5, 2010"
ODI # 3067,Pakistan,South Africa,Pakistan,1 wicket,Dubai (DSC),"Nov 5, 2010"
ODI # 3068,Australia,Sri Lanka,Australia,8 wickets,Brisbane,"Nov 7, 2010"
ODI # 3069,Pakistan,South Africa,South Africa,57 runs,Dubai (DSC),"Nov 8, 2010"
ODI # 3070,India,New Zealand,India,40 runs,Guwahati,"Nov 28, 2010"
ODI # 3071,Bangladesh,Zimbabwe,Zimbabwe,9 runs,Dhaka,"Dec 1, 2010"
ODI # 3072,India,New Zealand,India,8 wickets,Jaipur,"Dec 1, 2010"
ODI # 3073,Bangladesh,Zimbabwe,Bangladesh,6 wickets,Dhaka,"Dec 3, 2010"
ODI # 3074,India,New Zealand,India,9 wickets,Vadodara,"Dec 4, 2010"
ODI # 3075,Bangladesh,Zimbabwe,Bangladesh,65 runs,Dhaka,"Dec 6, 2010"
ODI # 3076,India,New Zealand,India,5 wickets,Bengaluru,"Dec 7, 2010"
ODI # 3077,India,New Zealand,India,8 wickets,Chennai,"Dec 10, 2010"
ODI # 3078,Bangladesh,Zimbabwe,Bangladesh,6 wickets,Chittagong,"Dec 12, 2010"
ODI # 3079,South Africa,India,South Africa,135 runs,Durban,"Jan 12, 2011"
ODI # 3080,South Africa,India,India,1 run,Johannesburg,"Jan 15, 2011"
ODI # 3081,Australia,England,Australia,6 wickets,Melbourne,"Jan 16, 2011"
ODI # 3082,South Africa,India,India,2 wickets,Cape Town,"Jan 18, 2011"
ODI # 3083,Australia,England,Australia,46 runs,Hobart,"Jan 21, 2011"
ODI # 3084,South Africa,India,South Africa,48 runs,Port Elizabeth,"Jan 21, 2011"
ODI # 3085,New Zealand,Pakistan,New Zealand,9 wickets,Wellington,"Jan 22, 2011"
ODI # 3086,Australia,England,Australia,4 wickets,Sydney,"Jan 23, 2011"
ODI # 3087,South Africa,India,South Africa,33 runs,Centurion,"Jan 23, 2011"
ODI # 3088,New Zealand,Pakistan,no result,,Queenstown,"Jan 26, 2011"
ODI # 3089,Australia,England,England,21 runs,Adelaide,"Jan 26, 2011"
ODI # 3090,New Zealand,Pakistan,Pakistan,43 runs,Christchurch,"Jan 29, 2011"
ODI # 3091,Australia,England,Australia,51 runs,Brisbane,"Jan 30, 2011"
ODI # 3092,Sri Lanka,West Indies,no result,,Colombo (SSC),"Jan 31, 2011"
ODI # 3093,New Zealand,Pakistan,Pakistan,2 wickets,Napier,"Feb 1, 2011"
ODI # 3094,Australia,England,Australia,2 wickets,Sydney,"Feb 2, 2011"
ODI # 3095,New Zealand,Pakistan,Pakistan,41 runs,Hamilton,"Feb 3, 2011"
ODI # 3096,Sri Lanka,West Indies,Sri Lanka,8 wickets,Colombo (SSC),"Feb 3, 2011"
ODI # 3097,New Zealand,Pakistan,New Zealand,57 runs,Auckland,"Feb 5, 2011"
ODI # 3098,Australia,England,Australia,57 runs,Perth,"Feb 6, 2011"
ODI # 3099,Sri Lanka,West Indies,Sri Lanka,26 runs,Colombo (SSC),"Feb 6, 2011"
ODI # 3100,Bangladesh,India,India,87 runs,Dhaka,"Feb 19, 2011"
ODI # 3101,Kenya,New Zealand,New Zealand,10 wickets,Chennai,"Feb 20, 2011"
ODI # 3102,Sri Lanka,Canada,Sri Lanka,210 runs,Hambantota,"Feb 20, 2011"
ODI # 3103,Australia,Zimbabwe,Australia,91 runs,Ahmedabad,"Feb 21, 2011"
ODI # 3104,England,Netherlands,England,6 wickets,Nagpur,"Feb 22, 2011"
ODI # 3105,Kenya,Pakistan,Pakistan,205 runs,Hambantota,"Feb 23, 2011"
ODI # 3106,South Africa,West Indies,South Africa,7 wickets,Delhi,"Feb 24, 2011"
ODI # 3107,Australia,New Zealand,Australia,7 wickets,Nagpur,"Feb 25, 2011"
ODI # 3108,Bangladesh,Ireland,Bangladesh,27 runs,Dhaka,"Feb 25, 2011"
ODI # 3109,Sri Lanka,Pakistan,Pakistan,11 runs,Colombo (RPS),"Feb 26, 2011"
ODI # 3110,India,England,tied,,Bengaluru,"Feb 27, 2011"
ODI # 3111,Canada,Zimbabwe,Zimbabwe,175 runs,Nagpur,"Feb 28, 2011"
ODI # 3112,Netherlands,West Indies,West Indies,215 runs,Delhi,"Feb 28, 2011"
ODI # 3113,Sri Lanka,Kenya,Sri Lanka,9 wickets,Colombo (RPS),"Mar 1, 2011"
ODI # 3114,England,Ireland,Ireland,3 wickets,Bengaluru,"Mar 2, 2011"
ODI # 3115,Netherlands,South Africa,South Africa,231 runs,Mohali,"Mar 3, 2011"
ODI # 3116,Canada,Pakistan,Pakistan,46 runs,Colombo (RPS),"Mar 3, 2011"
ODI # 3117,New Zealand,Zimbabwe,New Zealand,10 wickets,Ahmedabad,"Mar 4, 2011"
ODI # 3118,Bangladesh,West Indies,West Indies,9 wickets,Dhaka,"Mar 4, 2011"
ODI # 3119,Sri Lanka,Australia,no result,,Colombo (RPS),"Mar 5, 2011"
ODI # 3120,England,South Africa,England,6 runs,Chennai,"Mar 6, 2011"
ODI # 3121,India,Ireland,India,5 wickets,Bengaluru,"Mar 6, 2011"
ODI # 3122,Canada,Kenya,Canada,5 wickets,Delhi,"Mar 7, 2011"
ODI # 3123,New Zealand,Pakistan,New Zealand,110 runs,Pallekele,"Mar 8, 2011"
ODI # 3124,India,Netherlands,India,5 wickets,Delhi,"Mar 9, 2011"
ODI # 3125,Sri Lanka,Zimbabwe,Sri Lanka,139 runs,Pallekele,"Mar 10, 2011"
ODI # 3126,Ireland,West Indies,West Indies,44 runs,Mohali,"Mar 11, 2011"
ODI # 3127,Bangladesh,England,Bangladesh,2 wickets,Chittagong,"Mar 11, 2011"
ODI # 3128,India,South Africa,South Africa,3 wickets,Nagpur,"Mar 12, 2011"
ODI # 3129,Canada,New Zealand,New Zealand,97 runs,Mumbai,"Mar 13, 2011"
ODI # 3130,Australia,Kenya,Australia,60 runs,Bengaluru,"Mar 13, 2011"
ODI # 3131,Bangladesh,Netherlands,Bangladesh,6 wickets,Chittagong,"Mar 14, 2011"
ODI # 3132,Pakistan,Zimbabwe,Pakistan,7 wickets,Pallekele,"Mar 14, 2011"
ODI # 3133,Ireland,South Africa,South Africa,131 runs,Kolkata,"Mar 15, 2011"
ODI # 3134,Australia,Canada,Australia,7 wickets,Bengaluru,"Mar 16, 2011"
ODI # 3135,England,West Indies,England,18 runs,Chennai,"Mar 17, 2011"
ODI # 3136,Ireland,Netherlands,Ireland,6 wickets,Kolkata,"Mar 18, 2011"
ODI # 3137,New Zealand,Sri Lanka,Sri Lanka,112 runs,Mumbai,"Mar 18, 2011"
ODI # 3138,Bangladesh,South Africa,South Africa,206 runs,Dhaka,"Mar 19, 2011"
ODI # 3139,Australia,Pakistan,Pakistan,4 wickets,Colombo (RPS),"Mar 19, 2011"
ODI # 3140,Kenya,Zimbabwe,Zimbabwe,161 runs,Kolkata,"Mar 20, 2011"
ODI # 3141,India,West Indies,India,80 runs,Chennai,"Mar 20, 2011"
ODI # 3142,Pakistan,West Indies,Pakistan,10 wickets,Dhaka,"Mar 23, 2011"
ODI # 3143,India,Australia,India,5 wickets,Ahmedabad,"Mar 24, 2011"
ODI # 3144,New Zealand,South Africa,New Zealand,49 runs,Dhaka,"Mar 25, 2011"
ODI # 3145,Sri Lanka,England,Sri Lanka,10 wickets,Colombo (RPS),"Mar 26, 2011"
ODI # 3146,Sri Lanka,New Zealand,Sri Lanka,5 wickets,Colombo (RPS),"Mar 29, 2011"
ODI # 3147,India,Pakistan,India,29 runs,Mohali,"Mar 30, 2011"
ODI # 3148,India,Sri Lanka,India,6 wickets,Mumbai,"Apr 2, 2011"
ODI # 3149,Bangladesh,Australia,Australia,60 runs,Dhaka,"Apr 9, 2011"
ODI # 3150,Bangladesh,Australia,Australia,9 wickets,Dhaka,"Apr 11, 2011"
ODI # 3151,Bangladesh,Australia,Australia,66 runs,Dhaka,"Apr 13, 2011"
ODI # 3152,West Indies,Pakistan,Pakistan,8 wickets,Gros Islet,"Apr 23, 2011"
ODI # 3153,West Indies,Pakistan,Pakistan,7 wickets,Gros Islet,"Apr 25, 2011"
ODI # 3154,West Indies,Pakistan,Pakistan,3 wickets,Bridgetown,"Apr 28, 2011"
ODI # 3155,West Indies,Pakistan,West Indies,1 run,Bridgetown,"May 2, 2011"
ODI # 3156,West Indies,Pakistan,West Indies,10 wickets,Providence,"May 5, 2011"
ODI # 3157,Ireland,Pakistan,Pakistan,7 wickets,Belfast,"May 28, 2011"
ODI # 3158,Ireland,Pakistan,Pakistan,5 wickets,Belfast,"May 30, 2011"
ODI # 3159,West Indies,India,India,4 wickets,Port of Spain,"Jun 6, 2011"
ODI # 3160,West Indies,India,India,7 wickets,Port of Spain,"Jun 8, 2011"
ODI # 3161,West Indies,India,India,3 wickets,North Sound,"Jun 11, 2011"
ODI # 3162,West Indies,India,West Indies,103 runs,North Sound,"Jun 13, 2011"
ODI # 3163,West Indies,India,West Indies,7 wickets,Kingston,"Jun 16, 2011"
ODI # 3164,Scotland,Netherlands,Scotland,15 runs,Aberdeen,"Jun 28, 2011"
ODI # 3165,England,Sri Lanka,England,110 runs,The Oval,"Jun 28, 2011"
ODI # 3166,Scotland,Netherlands,Scotland,5 wickets,Aberdeen,"Jun 29, 2011"
ODI # 3167,England,Sri Lanka,Sri Lanka,69 runs,Leeds,"Jul 1, 2011"
ODI # 3168,England,Sri Lanka,Sri Lanka,6 wickets,Lord's,"Jul 3, 2011"
ODI # 3169,England,Sri Lanka,England,10 wickets,Nottingham,"Jul 6, 2011"
ODI # 3170,England,Sri Lanka,England,16 runs,Manchester,"Jul 9, 2011"
ODI # 3171,Scotland,Ireland,Scotland,5 wickets,Edinburgh,"Jul 12, 2011"
ODI # 3172,Scotland,Sri Lanka,Sri Lanka,183 runs,Edinburgh,"Jul 13, 2011"
ODI # 3173,Canada,Afghanistan,Afghanistan,2 wickets,King City (NW),"Aug 7, 2011"
ODI # 3174,Canada,Afghanistan,Afghanistan,17 runs,Toronto,"Aug 9, 2011"
ODI # 3175,Sri Lanka,Australia,Australia,7 wickets,Pallekele,"Aug 10, 2011"
ODI # 3176,Zimbabwe,Bangladesh,Zimbabwe,4 wickets,Harare,"Aug 12, 2011"
ODI # 3177,Zimbabwe,Bangladesh,Zimbabwe,7 wickets,Harare,"Aug 14, 2011"
ODI # 3178,Sri Lanka,Australia,Australia,8 wickets,Hambantota,"Aug 14, 2011"
ODI # 3179,Zimbabwe,Bangladesh,Zimbabwe,5 runs,Harare,"Aug 16, 2011"
ODI # 3180,Sri Lanka,Australia,Sri Lanka,78 runs,Hambantota,"Aug 16, 2011"
ODI # 3181,Zimbabwe,Bangladesh,Bangladesh,6 wickets,Bulawayo,"Aug 19, 2011"
ODI # 3182,Sri Lanka,Australia,Australia,5 wickets,Colombo (RPS),"Aug 20, 2011"
ODI # 3183,Zimbabwe,Bangladesh,Bangladesh,93 runs,Bulawayo,"Aug 21, 2011"
ODI # 3184,Sri Lanka,Australia,Sri Lanka,4 wickets,Colombo (RPS),"Aug 22, 2011"
ODI # 3185,Ireland,England,England,11 runs,Dublin,"Aug 25, 2011"
ODI # 3186,England,India,no result,,Chester-le-Street,"Sep 3, 2011"
ODI # 3187,England,India,England,7 wickets,Southampton,"Sep 6, 2011"
ODI # 3188,Zimbabwe,Pakistan,Pakistan,5 runs,Bulawayo,"Sep 8, 2011"
ODI # 3189,England,India,England,3 wickets,The Oval,"Sep 9, 2011"
ODI # 3190,Zimbabwe,Pakistan,Pakistan,10 wickets,Harare,"Sep 11, 2011"
ODI # 3191,England,India,tied,,Lord's,"Sep 11, 2011"
ODI # 3192,Netherlands,Kenya,Netherlands,2 wickets,The Hague,"Sep 12, 2011"
ODI # 3193,Netherlands,Kenya,Netherlands,4 wickets,The Hague,"Sep 13, 2011"
ODI # 3194,Zimbabwe,Pakistan,Pakistan,28 runs,Harare,"Sep 14, 2011"
ODI # 3195,England,India,England,6 wickets,Cardiff,"Sep 16, 2011"
ODI # 3196,Ireland,Canada,Ireland,133 runs,Dublin,"Sep 19, 2011"
ODI # 3197,Ireland,Canada,Ireland,56 runs,Dublin,"Sep 20, 2011"
ODI # 3198,Bangladesh,West Indies,West Indies,40 runs,Dhaka,"Oct 13, 2011"
ODI # 3199,India,England,India,126 runs,Hyderabad (Deccan),"Oct 14, 2011"
ODI # 3200,Bangladesh,West Indies,West Indies,8 wickets,Dhaka,"Oct 15, 2011"
ODI # 3201,India,England,India,8 wickets,Delhi,"Oct 17, 2011"
ODI # 3202,Bangladesh,West Indies,Bangladesh,8 wickets,Chittagong,"Oct 18, 2011"
ODI # 3203,South Africa,Australia,Australia,93 runs,Centurion,"Oct 19, 2011"
ODI # 3204,Zimbabwe,New Zealand,New Zealand,9 wickets,Harare,"Oct 20, 2011"
ODI # 3205,India,England,India,5 wickets,Mohali,"Oct 20, 2011"
ODI # 3206,Zimbabwe,New Zealand,New Zealand,4 wickets,Harare,"Oct 22, 2011"
ODI # 3207,India,England,India,6 wickets,Mumbai,"Oct 23, 2011"
ODI # 3208,South Africa,Australia,South Africa,80 runs,Port Elizabeth,"Oct 23, 2011"
ODI # 3209,Zimbabwe,New Zealand,Zimbabwe,1 wicket,Bulawayo,"Oct 25, 2011"
ODI # 3210,India,England,India,95 runs,Kolkata,"Oct 25, 2011"
ODI # 3211,South Africa,Australia,Australia,3 wickets,Durban,"Oct 28, 2011"
ODI # 3212,Pakistan,Sri Lanka,Pakistan,8 wickets,Dubai (DSC),"Nov 11, 2011"
