Scorecard,Team 1,Team 2,Margin,Ground,Match Date,Winner
ODI # 3262,West Indies,Australia,64 runs,Kingstown,"Mar 16, 2012",Australia
ODI # 3263,India,Pakistan,6 wickets,Dhaka,"Mar 18, 2012",India
ODI # 3264,West Indies,Australia,5 wickets,Kingstown,"Mar 18, 2012",West Indies
ODI # 3265,Bangladesh,Sri Lanka,5 wickets,Dhaka,"Mar 20, 2012",Bangladesh
ODI # 3267,Bangladesh,Pakistan,2 runs,Dhaka,"Mar 22, 2012",Pakistan
ODI # 3268,West Indies,Australia,42 runs,Gros Islet,"Mar 23, 2012",West Indies
ODI # 3269,West Indies,Australia,30 runs,Gros Islet,"Mar 25, 2012",Australia
ODI # 3270,Afghanistan,Netherlands,9 wickets,Sharjah,"Mar 29, 2012",Netherlands
ODI # 3271,Afghanistan,Netherlands,5 wickets,Sharjah,"Mar 31, 2012",Afghanistan
ODI # 3272,Sri Lanka,Pakistan,6 wickets,Pallekele,"Jun 7, 2012",Pakistan
ODI # 3273,Sri Lanka,Pakistan,76 runs,Pallekele,"Jun 9, 2012",Sri Lanka
ODI # 3275,Sri Lanka,Pakistan,44 runs,Colombo (RPS),"Jun 16, 2012",Sri Lanka
ODI # 3276,England,West Indies,114 runs,Southampton,"Jun 16, 2012",England
ODI # 3277,Sri Lanka,Pakistan,2 wickets,Colombo (RPS),"Jun 18, 2012",Sri Lanka
ODI # 3278,England,West Indies,8 wickets,The Oval,"Jun 19, 2012",England
ODI # 3280,England,Australia,15 runs,Lord's,"Jun 29, 2012",England
ODI # 3281,England,Australia,6 wickets,The Oval,"Jul 1, 2012",England
ODI # 3282,Ireland,Afghanistan,59 runs,Dublin,"Jul 5, 2012",Ireland
ODI # 3283,West Indies,New Zealand,9 wickets,Kingston,"Jul 5, 2012",West Indies
ODI # 3284,England,Australia,8 wickets,Chester-le-Street,"Jul 7, 2012",England
ODI # 3285,West Indies,New Zealand,55 runs,Kingston,"Jul 7, 2012",West Indies
ODI # 3286,England,Australia,7 wickets,Manchester,"Jul 10, 2012",England
ODI # 3287,Scotland,Canada,4 wickets,Ayr,"Jul 11-12, 2012",Scotland
ODI # 3288,West Indies,New Zealand,88 runs,Basseterre,"Jul 11, 2012",New Zealand
ODI # 3289,West Indies,New Zealand,24 runs,Basseterre,"Jul 14, 2012",West Indies
ODI # 3290,West Indies,New Zealand,20 runs,Basseterre,"Jul 16, 2012",West Indies
ODI # 3291,Sri Lanka,India,21 runs,Hambantota,"Jul 21, 2012",India
ODI # 3292,Sri Lanka,India,9 wickets,Hambantota,"Jul 24, 2012",Sri Lanka
ODI # 3293,Sri Lanka,India,5 wickets,Colombo (RPS),"Jul 28, 2012",India
ODI # 3294,Sri Lanka,India,6 wickets,Colombo (RPS),"Jul 31, 2012",India
ODI # 3295,Sri Lanka,India,20 runs,Pallekele,"Aug 4, 2012",India
ODI # 3297,Afghanistan,Australia,66 runs,Sharjah,"Aug 25, 2012",Australia
ODI # 3298,England,South Africa,80 runs,Southampton,"Aug 28, 2012",South Africa
ODI # 3299,Australia,Pakistan,4 wickets,Sharjah,"Aug 28, 2012",Australia
ODI # 3300,England,South Africa,4 wickets,The Oval,"Aug 31, 2012",England
ODI # 3301,Australia,Pakistan,7 wickets,Abu Dhabi,"Aug 31, 2012",Pakistan
ODI # 3302,England,South Africa,6 wickets,Lord's,"Sep 2, 2012",England
ODI # 3303,Australia,Pakistan,3 wickets,Sharjah,"Sep 3, 2012",Australia
ODI # 3304,England,South Africa,7 wickets,Nottingham,"Sep 5, 2012",South Africa
ODI # 3305,Sri Lanka,New Zealand,14 runs,Pallekele,"Nov 4, 2012",Sri Lanka
ODI # 3306,Sri Lanka,New Zealand,7 wickets,Pallekele,"Nov 6, 2012",Sri Lanka
ODI # 3307,Sri Lanka,New Zealand,7 wickets,Hambantota,"Nov 10, 2012",Sri Lanka
ODI # 3309,Bangladesh,West Indies,7 wickets,Khulna,"Nov 30, 2012",Bangladesh
ODI # 3310,Bangladesh,West Indies,160 runs,Khulna,"Dec 2, 2012",Bangladesh
ODI # 3311,Bangladesh,West Indies,4 wickets,Dhaka,"Dec 5, 2012",West Indies
ODI # 3312,Bangladesh,West Indies,75 runs,Dhaka,"Dec 7, 2012",West Indies
ODI # 3313,Bangladesh,West Indies,2 wickets,Dhaka,"Dec 8, 2012",Bangladesh
ODI # 3314,India,Pakistan,6 wickets,Chennai,"Dec 30, 2012",Pakistan
ODI # 3315,India,Pakistan,85 runs,Kolkata,"Jan 3, 2013",Pakistan
ODI # 3316,India,Pakistan,10 runs,Delhi,"Jan 6, 2013",India
ODI # 3317,Australia,Sri Lanka,107 runs,Melbourne,"Jan 11, 2013",Australia
ODI # 3318,India,England,9 runs,Rajkot,"Jan 11, 2013",England
ODI # 3319,Australia,Sri Lanka,8 wickets,Adelaide,"Jan 13, 2013",Sri Lanka
ODI # 3320,India,England,127 runs,Kochi,"Jan 15, 2013",India
ODI # 3321,Australia,Sri Lanka,4 wickets,Brisbane,"Jan 18, 2013",Sri Lanka
ODI # 3322,India,England,7 wickets,Ranchi,"Jan 19, 2013",India
ODI # 3323,South Africa,New Zealand,1 wicket,Paarl,"Jan 19, 2013",New Zealand
ODI # 3325,South Africa,New Zealand,27 runs,Kimberley,"Jan 22, 2013",New Zealand
ODI # 3326,Australia,Sri Lanka,32 runs,Hobart,"Jan 23, 2013",Australia
ODI # 3327,India,England,5 wickets,Mohali,"Jan 23, 2013",India
ODI # 3328,South Africa,New Zealand,1 wicket,Potchefstroom,"Jan 25, 2013",South Africa
ODI # 3329,India,England,7 wickets,Dharamsala,"Jan 27, 2013",England
ODI # 3330,Australia,West Indies,9 wickets,Perth,"Feb 1, 2013",Australia
ODI # 3331,Australia,West Indies,54 runs,Perth,"Feb 3, 2013",Australia
ODI # 3332,Australia,West Indies,39 runs,Canberra,"Feb 6, 2013",Australia
ODI # 3333,Australia,West Indies,5 wickets,Sydney,"Feb 8, 2013",Australia
ODI # 3334,Australia,West Indies,17 runs,Melbourne,"Feb 10, 2013",Australia
ODI # 3335,New Zealand,England,3 wickets,Hamilton,"Feb 17, 2013",New Zealand
ODI # 3336,New Zealand,England,8 wickets,Napier,"Feb 20, 2013",England
ODI # 3337,West Indies,Zimbabwe,156 runs,St George's,"Feb 22, 2013",West Indies
ODI # 3338,New Zealand,England,5 wickets,Auckland,"Feb 23, 2013",England
ODI # 3339,West Indies,Zimbabwe,7 wickets,St George's,"Feb 24, 2013",West Indies
ODI # 3340,West Indies,Zimbabwe,5 wickets,St George's,"Feb 26, 2013",West Indies
ODI # 3341,Afghanistan,Scotland,7 wickets,Sharjah,"Mar 6, 2013",Afghanistan
ODI # 3342,Afghanistan,Scotland,5 wickets,Sharjah,"Mar 8, 2013",Afghanistan
ODI # 3343,South Africa,Pakistan,125 runs,Bloemfontein,"Mar 10, 2013",South Africa
ODI # 3344,Canada,Kenya,6 wickets,ICCA Dubai,"Mar 11, 2013",Kenya
ODI # 3345,Canada,Kenya,6 wickets,ICCA Dubai,"Mar 13, 2013",Kenya
ODI # 3346,South Africa,Pakistan,6 wickets,Centurion,"Mar 15, 2013",Pakistan
ODI # 3347,South Africa,Pakistan,34 runs,Johannesburg,"Mar 17, 2013",South Africa
ODI # 3348,South Africa,Pakistan,3 wickets,Durban,"Mar 21, 2013",Pakistan
ODI # 3349,Sri Lanka,Bangladesh,8 wickets,Hambantota,"Mar 23, 2013",Sri Lanka
ODI # 3350,South Africa,Pakistan,6 wickets,Benoni,"Mar 24, 2013",South Africa
ODI # 3352,Sri Lanka,Bangladesh,3 wickets,Pallekele,"Mar 28, 2013",Bangladesh
ODI # 3353,Zimbabwe,Bangladesh,121 runs,Bulawayo,"May 3, 2013",Bangladesh
ODI # 3354,Zimbabwe,Bangladesh,6 wickets,Bulawayo,"May 5, 2013",Zimbabwe
ODI # 3355,Zimbabwe,Bangladesh,7 wickets,Bulawayo,"May 8, 2013",Zimbabwe
ODI # 3356,Scotland,Pakistan,96 runs,Edinburgh,"May 17, 2013",Pakistan
ODI # 3358,Ireland,Pakistan,2 wickets,Dublin,"May 26, 2013",Pakistan
ODI # 3359,Netherlands,South Africa,83 runs,Amstelveen,"May 31, 2013",South Africa
ODI # 3360,England,New Zealand,5 wickets,Lord's,"May 31, 2013",New Zealand
ODI # 3361,England,New Zealand,86 runs,Southampton,"Jun 2, 2013",New Zealand
ODI # 3362,England,New Zealand,34 runs,Nottingham,"Jun 5, 2013",England
ODI # 3363,India,South Africa,26 runs,Cardiff,"Jun 6, 2013",India
ODI # 3364,Pakistan,West Indies,2 wickets,The Oval,"Jun 7, 2013",West Indies
ODI # 3365,England,Australia,48 runs,Birmingham,"Jun 8, 2013",England
ODI # 3366,New Zealand,Sri Lanka,1 wicket,Cardiff,"Jun 9, 2013",New Zealand
ODI # 3367,Pakistan,South Africa,67 runs,Birmingham,"Jun 10, 2013",South Africa
ODI # 3368,India,West Indies,8 wickets,The Oval,"Jun 11, 2013",India
ODI # 3370,England,Sri Lanka,7 wickets,The Oval,"Jun 13, 2013",Sri Lanka
ODI # 3372,India,Pakistan,8 wickets,Birmingham,"Jun 15, 2013",India
ODI # 3373,England,New Zealand,10 runs,Cardiff,"Jun 16, 2013",England
ODI # 3374,Australia,Sri Lanka,20 runs,The Oval,"Jun 17, 2013",Sri Lanka
ODI # 3375,England,South Africa,7 wickets,The Oval,"Jun 19, 2013",England
ODI # 3376,India,Sri Lanka,8 wickets,Cardiff,"Jun 20, 2013",India
ODI # 3377,England,India,5 runs,Birmingham,"Jun 23, 2013",India
ODI # 3378,West Indies,Sri Lanka,6 wickets,Kingston,"Jun 28, 2013",West Indies
ODI # 3379,Scotland,Kenya,12 runs,Aberdeen,"Jun 30, 2013",Scotland
ODI # 3380,West Indies,India,1 wicket,Kingston,"Jun 30, 2013",West Indies
ODI # 3381,Scotland,Kenya,4 wickets,Aberdeen,"Jul 2-3, 2013",Scotland
ODI # 3382,India,Sri Lanka,161 runs,Kingston,"Jul 2, 2013",Sri Lanka
ODI # 3383,West Indies,India,102 runs,Port of Spain,"Jul 5, 2013",India
ODI # 3384,Netherlands,Ireland,88 runs,Amstelveen,"Jul 7, 2013",Ireland
ODI # 3385,West Indies,Sri Lanka,39 runs,Port of Spain,"Jul 7-8, 2013",Sri Lanka
ODI # 3387,India,Sri Lanka,81 runs,Port of Spain,"Jul 9, 2013",India
ODI # 3388,India,Sri Lanka,1 wicket,Port of Spain,"Jul 11, 2013",India
ODI # 3389,West Indies,Pakistan,126 runs,Providence,"Jul 14, 2013",Pakistan
ODI # 3390,West Indies,Pakistan,37 runs,Providence,"Jul 16, 2013",West Indies
ODI # 3392,Sri Lanka,South Africa,180 runs,Colombo (RPS),"Jul 20, 2013",Sri Lanka
ODI # 3393,West Indies,Pakistan,6 wickets,Gros Islet,"Jul 21, 2013",Pakistan
ODI # 3394,Sri Lanka,South Africa,17 runs,Colombo (RPS),"Jul 23, 2013",Sri Lanka
ODI # 3395,Zimbabwe,India,6 wickets,Harare,"Jul 24, 2013",India
ODI # 3396,West Indies,Pakistan,4 wickets,Gros Islet,"Jul 24, 2013",Pakistan
ODI # 3397,Zimbabwe,India,58 runs,Harare,"Jul 26, 2013",India
ODI # 3398,Sri Lanka,South Africa,56 runs,Pallekele,"Jul 26, 2013",South Africa
ODI # 3399,Zimbabwe,India,7 wickets,Harare,"Jul 28, 2013",India
ODI # 3400,Sri Lanka,South Africa,8 wickets,Pallekele,"Jul 28, 2013",Sri Lanka
ODI # 3401,Sri Lanka,South Africa,128 runs,Colombo (RPS),"Jul 31, 2013",Sri Lanka
ODI # 3402,Zimbabwe,India,9 wickets,Bulawayo,"Aug 1, 2013",India
ODI # 3403,Zimbabwe,India,7 wickets,Bulawayo,"Aug 3, 2013",India
ODI # 3404,Zimbabwe,Pakistan,7 wickets,Harare,"Aug 27, 2013",Zimbabwe
ODI # 3406,Zimbabwe,Pakistan,90 runs,Harare,"Aug 29, 2013",Pakistan
ODI # 3407,Canada,Netherlands,9 wickets,King City (NW),"Aug 29, 2013",Netherlands
ODI # 3408,Zimbabwe,Pakistan,108 runs,Harare,"Aug 31, 2013",Pakistan
ODI # 3409,Ireland,England,6 wickets,Dublin (Malahide),"Sep 3, 2013",England
ODI # 3410,Scotland,Australia,200 runs,Edinburgh,"Sep 3, 2013",Australia
ODI # 3411,Ireland,Scotland,1 wicket,Belfast,"Sep 6, 2013",Ireland
ODI # 3412,England,Australia,88 runs,Manchester,"Sep 8, 2013",Australia
ODI # 3413,Ireland,Scotland,7 wickets,Belfast,"Sep 8, 2013",Ireland
ODI # 3415,England,Australia,3 wickets,Cardiff,"Sep 14, 2013",England
ODI # 3416,England,Australia,49 runs,Southampton,"Sep 16, 2013",Australia
ODI # 3417,Afghanistan,Kenya,8 wickets,Sharjah,"Oct 2, 2013",Afghanistan
ODI # 3418,Afghanistan,Kenya,7 wickets,Sharjah,"Oct 4, 2013",Afghanistan
ODI # 3419,India,Australia,72 runs,Pune,"Oct 13, 2013",Australia
ODI # 3420,India,Australia,9 wickets,Jaipur,"Oct 16, 2013",India
ODI # 3421,India,Australia,4 wickets,Mohali,"Oct 19, 2013",Australia
ODI # 3423,Bangladesh,New Zealand,43 runs,Dhaka,"Oct 29, 2013",Bangladesh
ODI # 3424,India,Australia,6 wickets,Nagpur,"Oct 30, 2013",India
ODI # 3425,Pakistan,South Africa,1 run,Sharjah,"Oct 30, 2013",South Africa
ODI # 3426,Bangladesh,New Zealand,40 runs,Dhaka,"Oct 31, 2013",Bangladesh
ODI # 3427,Pakistan,South Africa,66 runs,Dubai (DSC),"Nov 1, 2013",Pakistan
ODI # 3428,India,Australia,57 runs,Bengaluru,"Nov 2, 2013",India
ODI # 3429,Bangladesh,New Zealand,4 wickets,Fatullah,"Nov 3, 2013",Bangladesh
ODI # 3430,Pakistan,South Africa,68 runs,Abu Dhabi,"Nov 6, 2013",South Africa
ODI # 3431,Pakistan,South Africa,28 runs,Abu Dhabi,"Nov 8, 2013",South Africa
ODI # 3433,Pakistan,South Africa,117 runs,Sharjah,"Nov 11, 2013",South Africa
ODI # 3434,Sri Lanka,New Zealand,4 wickets,Hambantota,"Nov 12, 2013",New Zealand
ODI # 3435,Sri Lanka,New Zealand,36 runs,Dambulla,"Nov 16, 2013",Sri Lanka
ODI # 3436,India,West Indies,6 wickets,Kochi,"Nov 21, 2013",India
ODI # 3437,India,West Indies,2 wickets,Visakhapatnam,"Nov 24, 2013",West Indies
ODI # 3438,South Africa,Pakistan,23 runs,Cape Town,"Nov 24, 2013",Pakistan
ODI # 3439,India,West Indies,5 wickets,Kanpur,"Nov 27, 2013",India
ODI # 3440,South Africa,Pakistan,1 run,Port Elizabeth,"Nov 27, 2013",Pakistan
ODI # 3441,South Africa,Pakistan,4 wickets,Centurion,"Nov 30, 2013",South Africa
ODI # 3442,South Africa,India,141 runs,Johannesburg,"Dec 5, 2013",South Africa
ODI # 3443,South Africa,India,134 runs,Durban,"Dec 8, 2013",South Africa
ODI # 3445,Pakistan,Sri Lanka,11 runs,Sharjah,"Dec 18, 2013",Pakistan
ODI # 3446,Pakistan,Sri Lanka,2 wickets,Dubai (DSC),"Dec 20, 2013",Sri Lanka
ODI # 3447,Pakistan,Sri Lanka,113 runs,Sharjah,"Dec 22, 2013",Pakistan
ODI # 3448,Pakistan,Sri Lanka,8 wickets,Abu Dhabi,"Dec 25, 2013",Pakistan
ODI # 3449,New Zealand,West Indies,2 wickets,Auckland,"Dec 26, 2013",West Indies
ODI # 3450,Pakistan,Sri Lanka,2 wickets,Abu Dhabi,"Dec 27, 2013",Sri Lanka
ODI # 3451,New Zealand,West Indies,159 runs,Queenstown,"Jan 1, 2014",New Zealand
ODI # 3452,New Zealand,West Indies,58 runs,Nelson,"Jan 4, 2014",New Zealand
ODI # 3453,New Zealand,West Indies,203 runs,Hamilton,"Jan 8, 2014",West Indies
ODI # 3454,Australia,England,6 wickets,Melbourne,"Jan 12, 2014",Australia
ODI # 3455,Australia,England,1 wicket,Brisbane,"Jan 17, 2014",Australia
ODI # 3456,New Zealand,India,24 runs,Napier,"Jan 19, 2014",New Zealand
ODI # 3457,Australia,England,7 wickets,Sydney,"Jan 19, 2014",Australia
ODI # 3458,New Zealand,India,15 runs,Hamilton,"Jan 22, 2014",New Zealand
ODI # 3459,Canada,Scotland,170 runs,Christchurch,"Jan 23, 2014",Scotland
ODI # 3460,Kenya,Netherlands,4 wickets,Lincoln,"Jan 23, 2014",Kenya
ODI # 3461,Australia,England,57 runs,Perth,"Jan 24, 2014",England
ODI # 3463,Australia,England,5 runs,Adelaide,"Jan 26, 2014",Australia
ODI # 3464,Canada,Netherlands,8 wickets,Mount Maunganui,"Jan 28, 2014",Netherlands
ODI # 3465,New Zealand,India,7 wickets,Hamilton,"Jan 28, 2014",New Zealand
ODI # 3466,Kenya,Scotland,3 wickets,Christchurch,"Jan 30, 2014",Scotland
ODI # 3467,New Zealand,India,87 runs,Wellington,"Jan 31, 2014",New Zealand
ODI # 3468,Scotland,U.A.E.,41 runs,Lincoln,"Feb 1, 2014",Scotland
ODI # 3469,Bangladesh,Sri Lanka,13 runs,Dhaka,"Feb 17, 2014",Sri Lanka
ODI # 3470,Bangladesh,Sri Lanka,61 runs,Dhaka,"Feb 20, 2014",Sri Lanka
ODI # 3471,Bangladesh,Sri Lanka,6 wickets,Dhaka,"Feb 22, 2014",Sri Lanka
ODI # 3472,West Indies,Ireland,4 wickets,Kingston,"Feb 23, 2014",West Indies
ODI # 3473,Pakistan,Sri Lanka,12 runs,Fatullah,"Feb 25, 2014",Sri Lanka
ODI # 3474,Bangladesh,India,6 wickets,Fatullah,"Feb 26, 2014",India
ODI # 3475,Afghanistan,Pakistan,72 runs,Fatullah,"Feb 27, 2014",Pakistan
ODI # 3476,India,Sri Lanka,2 wickets,Fatullah,"Feb 28, 2014",Sri Lanka
ODI # 3477,West Indies,England,15 runs,North Sound,"Feb 28, 2014",West Indies
ODI # 3478,Bangladesh,Afghanistan,32 runs,Fatullah,"Mar 1, 2014",Afghanistan
ODI # 3479,India,Pakistan,1 wicket,Dhaka,"Mar 2, 2014",Pakistan
ODI # 3480,West Indies,England,3 wickets,North Sound,"Mar 2, 2014",England
ODI # 3481,Afghanistan,Sri Lanka,129 runs,Dhaka,"Mar 3, 2014",Sri Lanka
ODI # 3482,Bangladesh,Pakistan,3 wickets,Dhaka,"Mar 4, 2014",Pakistan
ODI # 3483,Afghanistan,India,8 wickets,Dhaka,"Mar 5, 2014",India
ODI # 3484,West Indies,England,25 runs,North Sound,"Mar 5, 2014",England
ODI # 3485,Bangladesh,Sri Lanka,3 wickets,Dhaka,"Mar 6, 2014",Sri Lanka
ODI # 3486,Pakistan,Sri Lanka,5 wickets,Dhaka,"Mar 8, 2014",Sri Lanka
ODI # 3487,Afghanistan,Hong Kong,6 wickets,Kuala Lumpur,"May 1, 2014",Afghanistan
ODI # 3488,Afghanistan,U.A.E.,70 runs,Kuala Lumpur,"May 2, 2014",Afghanistan
ODI # 3489,Hong Kong,U.A.E.,2 wickets,Kuala Lumpur,"May 4, 2014",U.A.E.
ODI # 3490,Ireland,Sri Lanka,79 runs,Dublin,"May 6, 2014",Sri Lanka
ODI # 3491,Scotland,England,39 runs,Aberdeen,"May 9, 2014",England
ODI # 3492,England,Sri Lanka,81 runs,The Oval,"May 22, 2014",England
ODI # 3493,England,Sri Lanka,157 runs,Chester-le-Street,"May 25, 2014",Sri Lanka
ODI # 3494,England,Sri Lanka,10 wickets,Manchester,"May 28, 2014",England
ODI # 3495,England,Sri Lanka,7 runs,Lord's,"May 31, 2014",Sri Lanka
ODI # 3496,England,Sri Lanka,6 wickets,Birmingham,"Jun 3, 2014",Sri Lanka
ODI # 3497,Bangladesh,India,7 wickets,Dhaka,"Jun 15, 2014",India
ODI # 3498,Bangladesh,India,47 runs,Dhaka,"Jun 17, 2014",India
ODI # 3500,Sri Lanka,South Africa,75 runs,Colombo (RPS),"Jul 6, 2014",South Africa
ODI # 3501,Sri Lanka,South Africa,87 runs,Pallekele,"Jul 9, 2014",Sri Lanka
ODI # 3502,Sri Lanka,South Africa,82 runs,Hambantota,"Jul 12, 2014",South Africa
ODI # 3503,Zimbabwe,Afghanistan,6 wickets,Bulawayo,"Jul 18, 2014",Zimbabwe
ODI # 3504,Zimbabwe,Afghanistan,8 wickets,Bulawayo,"Jul 20, 2014",Zimbabwe
ODI # 3505,Zimbabwe,Afghanistan,2 wickets,Bulawayo,"Jul 22, 2014",Afghanistan
ODI # 3506,Zimbabwe,Afghanistan,100 runs,Bulawayo,"Jul 24, 2014",Afghanistan
ODI # 3507,Zimbabwe,South Africa,93 runs,Bulawayo,"Aug 17, 2014",South Africa
ODI # 3508,Zimbabwe,South Africa,61 runs,Bulawayo,"Aug 19, 2014",South Africa
ODI # 3509,West Indies,Bangladesh,3 wickets,St George's,"Aug 20, 2014",West Indies
ODI # 3510,Zimbabwe,South Africa,7 wickets,Bulawayo,"Aug 21, 2014",South Africa
ODI # 3511,West Indies,Bangladesh,177 runs,St George's,"Aug 22, 2014",West Indies
ODI # 3512,Sri Lanka,Pakistan,4 wickets,Hambantota,"Aug 23, 2014",Pakistan
ODI # 3513,Zimbabwe,Australia,198 runs,Harare,"Aug 25, 2014",Australia
ODI # 3514,West Indies,Bangladesh,91 runs,Basseterre,"Aug 25, 2014",West Indies
ODI # 3515,Sri Lanka,Pakistan,77 runs,Hambantota,"Aug 26, 2014",Sri Lanka
ODI # 3516,Australia,South Africa,7 wickets,Harare,"Aug 27, 2014",South Africa
ODI # 3517,England,India,133 runs,Cardiff,"Aug 27, 2014",India
ODI # 3518,Zimbabwe,South Africa,61 runs,Harare,"Aug 29, 2014",South Africa
ODI # 3519,Sri Lanka,Pakistan,7 wickets,Dambulla,"Aug 30, 2014",Sri Lanka
ODI # 3520,England,India,6 wickets,Nottingham,"Aug 30, 2014",India
ODI # 3521,Zimbabwe,Australia,3 wickets,Harare,"Aug 31, 2014",Zimbabwe
ODI # 3522,Australia,South Africa,62 runs,Harare,"Sep 2, 2014",Australia
ODI # 3523,England,India,9 wickets,Birmingham,"Sep 2, 2014",India
ODI # 3524,Zimbabwe,South Africa,63 runs,Harare,"Sep 4, 2014",South Africa
ODI # 3525,England,India,41 runs,Leeds,"Sep 5, 2014",England
ODI # 3526,Australia,South Africa,6 wickets,Harare,"Sep 6, 2014",South Africa
ODI # 3527,Ireland,Scotland,7 wickets,Dublin (Malahide),"Sep 8, 2014",Ireland
ODI # 3528,Ireland,Scotland,3 wickets,Dublin (Malahide),"Sep 10, 2014",Ireland
ODI # 3529,Ireland,Scotland,8 wickets,Dublin (Malahide),"Sep 12, 2014",Scotland
ODI # 3530,Australia,Pakistan,93 runs,Sharjah,"Oct 7, 2014",Australia
ODI # 3531,India,West Indies,124 runs,Kochi,"Oct 8, 2014",West Indies
ODI # 3532,Australia,Pakistan,5 wickets,Dubai (DSC),"Oct 10, 2014",Australia
ODI # 3533,India,West Indies,48 runs,Delhi,"Oct 11, 2014",India
ODI # 3534,Australia,Pakistan,1 run,Abu Dhabi,"Oct 12, 2014",Australia
ODI # 3535,India,West Indies,59 runs,Dharamsala,"Oct 17, 2014",India
ODI # 3536,New Zealand,South Africa,6 wickets,Mount Maunganui,"Oct 21, 2014",South Africa
ODI # 3537,New Zealand,South Africa,72 runs,Mount Maunganui,"Oct 24, 2014",South Africa
ODI # 3539,India,Sri Lanka,169 runs,Cuttack,"Nov 2, 2014",India
ODI # 3540,India,Sri Lanka,6 wickets,Ahmedabad,"Nov 6, 2014",India
ODI # 3541,Hong Kong,P.N.G.,4 wickets,Townsville,"Nov 8, 2014",P.N.G.
ODI # 3542,Hong Kong,P.N.G.,3 wickets,Townsville,"Nov 9, 2014",P.N.G.
ODI # 3543,India,Sri Lanka,6 wickets,Hyderabad (Deccan),"Nov 9, 2014",India
ODI # 3544,India,Sri Lanka,153 runs,Kolkata,"Nov 13, 2014",India
ODI # 3545,Australia,South Africa,32 runs,Perth,"Nov 14, 2014",Australia
ODI # 3546,Australia,South Africa,3 wickets,Perth,"Nov 16, 2014",South Africa
ODI # 3547,India,Sri Lanka,3 wickets,Ranchi,"Nov 16, 2014",India
ODI # 3548,Australia,South Africa,73 runs,Canberra,"Nov 19, 2014",Australia
ODI # 3549,Australia,South Africa,3 wickets,Melbourne,"Nov 21, 2014",Australia
ODI # 3550,Bangladesh,Zimbabwe,87 runs,Chittagong,"Nov 21, 2014",Bangladesh
ODI # 3551,Australia,South Africa,2 wickets,Sydney,"Nov 23, 2014",Australia
ODI # 3552,Bangladesh,Zimbabwe,68 runs,Chittagong,"Nov 23, 2014",Bangladesh
ODI # 3553,Bangladesh,Zimbabwe,124 runs,Dhaka,"Nov 26, 2014",Bangladesh
ODI # 3554,Sri Lanka,England,25 runs,Colombo (RPS),"Nov 26, 2014",Sri Lanka
ODI # 3555,Bangladesh,Zimbabwe,21 runs,Dhaka,"Nov 28, 2014",Bangladesh
ODI # 3556,U.A.E.,Afghanistan,5 wickets,ICCA Dubai,"Nov 28, 2014",U.A.E.
ODI # 3557,Sri Lanka,England,8 wickets,Colombo (RPS),"Nov 29, 2014",Sri Lanka
ODI # 3558,U.A.E.,Afghanistan,6 wickets,ICCA Dubai,"Nov 30, 2014",U.A.E.
ODI # 3559,Bangladesh,Zimbabwe,5 wickets,Dhaka,"Dec 1, 2014",Bangladesh
ODI # 3560,U.A.E.,Afghanistan,2 wickets,ICCA Dubai,"Dec 2, 2014",Afghanistan
ODI # 3561,Sri Lanka,England,5 wickets,Hambantota,"Dec 3, 2014",England
ODI # 3562,U.A.E.,Afghanistan,30 runs,ICCA Dubai,"Dec 4, 2014",U.A.E.
ODI # 3563,Sri Lanka,England,6 wickets,Colombo (RPS),"Dec 7, 2014",Sri Lanka
ODI # 3564,New Zealand,Pakistan,3 wickets,Dubai (DSC),"Dec 8, 2014",Pakistan
ODI # 3565,Sri Lanka,England,5 wickets,Pallekele,"Dec 10-11, 2014",England
ODI # 3566,New Zealand,Pakistan,4 wickets,Sharjah,"Dec 12, 2014",New Zealand
ODI # 3567,Sri Lanka,England,90 runs,Pallekele,"Dec 13, 2014",Sri Lanka
ODI # 3568,New Zealand,Pakistan,147 runs,Sharjah,"Dec 14, 2014",Pakistan
ODI # 3569,Sri Lanka,England,87 runs,Colombo (RPS),"Dec 16, 2014",Sri Lanka
ODI # 3570,New Zealand,Pakistan,7 runs,Abu Dhabi,"Dec 17, 2014",New Zealand
ODI # 3571,New Zealand,Pakistan,68 runs,Abu Dhabi,"Dec 19, 2014",New Zealand
ODI # 3572,Afghanistan,Scotland,8 wickets,ICCA Dubai,"Jan 8, 2015",Afghanistan
ODI # 3573,Afghanistan,Ireland,3 wickets,Dubai (DSC),"Jan 10, 2015",Ireland
ODI # 3574,New Zealand,Sri Lanka,3 wickets,Christchurch,"Jan 11, 2015",New Zealand
ODI # 3575,Ireland,Scotland,3 wickets,Dubai (DSC),"Jan 12, 2015",Ireland
ODI # 3576,Afghanistan,Scotland,150 runs,Abu Dhabi,"Jan 14, 2015",Scotland
ODI # 3577,New Zealand,Sri Lanka,6 wickets,Hamilton,"Jan 15, 2015",Sri Lanka
ODI # 3578,Australia,England,3 wickets,Sydney,"Jan 16, 2015",Australia
ODI # 3579,South Africa,West Indies,61 runs,Durban,"Jan 16, 2015",South Africa
ODI # 3581,Afghanistan,Ireland,71 runs,Dubai (DSC),"Jan 17, 2015",Afghanistan
ODI # 3582,Australia,India,4 wickets,Melbourne,"Jan 18, 2015",Australia
ODI # 3583,South Africa,West Indies,148 runs,Johannesburg,"Jan 18, 2015",South Africa
