Unnamed: 0,Scorecard,Team 1,Team 2,Margin,Ground,Match Date,Winner,Host_Country,Venue_Team1,Venue_Team2,Innings_Team1,Innings_Team2
1543,ODI # 1608,Pakistan,Sri Lanka,Winner2ndInning,Colombo,"Jul 9, 2000",Sri Lanka,Sri Lanka,Away,Home,First,Second
1544,ODI # 1610,South Africa,Sri Lanka,Winner2ndInning,Colombo,"Jul 11, 2000",Sri Lanka,Sri Lanka,Away,Home,First,Second
1545,ODI # 1611,Zimbabwe,West Indies,Winner1stInning,Canterbury,"Jul 11, 2000",Zimbabwe,England,Neutral,Neutral,First,Second
1546,ODI # 1612,South Africa,Pakistan,Winner2ndInning,Colombo,"Jul 12, 2000",South Africa,Sri Lanka,Neutral,Neutral,Second,First
1547,ODI # 1613,Zimbabwe,England,Winner2ndInning,Manchester,"Jul 13, 2000",England,England,Away,Home,First,Second
1548,ODI # 1614,South Africa,Sri Lanka,Winner1stInning,Colombo,"Jul 14, 2000",Sri Lanka,Sri Lanka,Away,Home,Second,First
1549,ODI # 1615,West Indies,England,Winner2ndInning,Chester,"Jul 15, 2000",England,England,Away,Home,First,Second
1550,ODI # 1616,Zimbabwe,West Indies,Winner2ndInning,Chester,"Jul 16, 2000",Zimbabwe,England,Neutral,Neutral,Second,First
1551,ODI # 1617,Zimbabwe,England,Winner1stInning,Birmingham,"Jul 18, 2000",England,England,Away,Home,Second,First
1552,ODI # 1618,West Indies,England,Winner1stInning,Nottingham,"Jul 20, 2000",West Indies,England,Away,Home,First,Second
1553,ODI # 1619,Zimbabwe,England,Winner2ndInning,Lord's,"Jul 22, 2000",England,England,Away,Home,First,Second
1554,ODI # 1620,South Africa,Australia,Winner1stInning,Melbourne,"Aug 16, 2000",Australia,Australia,Away,Home,Second,First
1555,ODI # 1622,South Africa,Australia,Winner1stInning,Melbourne,"Aug 20, 2000",South Africa,Australia,Away,Home,First,Second
1556,ODI # 1623,Pakistan,New Zealand,Winner1stInning,Singapore,"Aug 20, 2000",Pakistan,,Neutral,Neutral,First,Second
1557,ODI # 1624,South Africa,Pakistan,Winner1stInning,Singapore,"Aug 23, 2000",Pakistan,,Neutral,Neutral,Second,First
1558,ODI # 1625,South Africa,New Zealand,Winner2ndInning,Singapore,"Aug 25, 2000",South Africa,,Neutral,Neutral,Second,First
1559,ODI # 1626,South Africa,Pakistan,Winner1stInning,Singapore,"Aug 27, 2000",South Africa,,Neutral,Neutral,First,Second
1560,ODI # 1627,New Zealand,Zimbabwe,Winner2ndInning,Harare,"Sep 27, 2000",New Zealand,Zimbabwe,Away,Home,Second,First
1561,ODI # 1628,New Zealand,Zimbabwe,Winner1stInning,Bulawayo,"Sep 30, 2000",Zimbabwe,Zimbabwe,Away,Home,Second,First
1562,ODI # 1629,New Zealand,Zimbabwe,Winner2ndInning,Bulawayo,"Oct 1, 2000",Zimbabwe,Zimbabwe,Away,Home,First,Second
1563,ODI # 1630,India,Kenya,Winner2ndInning,Nairobi,"Oct 3, 2000",India,Kenya,Away,Home,Second,First
1564,ODI # 1631,West Indies,Sri Lanka,Winner1stInning,Nairobi,"Oct 4, 2000",Sri Lanka,Kenya,Neutral,Neutral,Second,First
1565,ODI # 1632,England,Bangladesh,Winner2ndInning,Nairobi,"Oct 5, 2000",England,Kenya,Neutral,Neutral,Second,First
1566,ODI # 1633,India,Australia,Winner1stInning,Nairobi,"Oct 7, 2000",India,Kenya,Neutral,Neutral,First,Second
1567,ODI # 1634,Sri Lanka,Pakistan,Winner2ndInning,Nairobi,"Oct 8, 2000",Pakistan,Kenya,Neutral,Neutral,First,Second
1568,ODI # 1635,Zimbabwe,New Zealand,Winner1stInning,Nairobi,"Oct 9, 2000",New Zealand,Kenya,Neutral,Neutral,Second,First
1569,ODI # 1636,South Africa,England,Winner2ndInning,Nairobi,"Oct 10, 2000",South Africa,Kenya,Neutral,Neutral,Second,First
1570,ODI # 1637,Pakistan,New Zealand,Winner2ndInning,Nairobi,"Oct 11, 2000",New Zealand,Kenya,Neutral,Neutral,First,Second
1571,ODI # 1638,South Africa,India,Winner1stInning,Nairobi,"Oct 13, 2000",India,Kenya,Neutral,Neutral,Second,First
1572,ODI # 1639,New Zealand,India,Winner2ndInning,Nairobi,"Oct 15, 2000",New Zealand,Kenya,Neutral,Neutral,Second,First
1573,ODI # 1640,Sri Lanka,India,Winner2ndInning,Sharjah,"Oct 20, 2000",Sri Lanka,U.A.E.,Neutral,Neutral,Second,First
1574,ODI # 1642,Zimbabwe,Sri Lanka,Winner2ndInning,Sharjah,"Oct 21, 2000",Sri Lanka,U.A.E.,Neutral,Neutral,First,Second
1575,ODI # 1643,New Zealand,South Africa,Winner2ndInning,Benoni,"Oct 22, 2000",South Africa,South Africa,Away,Home,First,Second
1576,ODI # 1644,Zimbabwe,India,Winner1stInning,Sharjah,"Oct 22, 2000",India,U.A.E.,Neutral,Neutral,Second,First
1577,ODI # 1645,England,Pakistan,Winner2ndInning,Karachi,"Oct 24, 2000",England,Pakistan,Away,Home,Second,First
1578,ODI # 1646,Zimbabwe,Sri Lanka,Winner1stInning,Sharjah,"Oct 25, 2000",Sri Lanka,U.A.E.,Neutral,Neutral,Second,First
1579,ODI # 1647,New Zealand,South Africa,Winner1stInning,Centurion,"Oct 25, 2000",South Africa,South Africa,Away,Home,Second,First
1580,ODI # 1648,Zimbabwe,India,Winner2ndInning,Sharjah,"Oct 26, 2000",India,U.A.E.,Neutral,Neutral,First,Second
1581,ODI # 1649,England,Pakistan,Winner2ndInning,Lahore,"Oct 27, 2000",Pakistan,Pakistan,Away,Home,First,Second
1582,ODI # 1650,Sri Lanka,India,Winner1stInning,Sharjah,"Oct 27, 2000",Sri Lanka,U.A.E.,Neutral,Neutral,First,Second
1583,ODI # 1651,New Zealand,South Africa,Winner2ndInning,Kimberley,"Oct 28, 2000",South Africa,South Africa,Away,Home,First,Second
1584,ODI # 1652,Sri Lanka,India,Winner1stInning,Sharjah,"Oct 29, 2000",Sri Lanka,U.A.E.,Neutral,Neutral,First,Second
1585,ODI # 1653,England,Pakistan,Winner2ndInning,Rawalpindi,"Oct 30, 2000",Pakistan,Pakistan,Away,Home,First,Second
1586,ODI # 1654,New Zealand,South Africa,Winner2ndInning,Durban,"Nov 1, 2000",South Africa,South Africa,Away,Home,First,Second
1587,ODI # 1655,New Zealand,South Africa,Winner2ndInning,Cape Town,"Nov 4, 2000",South Africa,South Africa,Away,Home,First,Second
1588,ODI # 1656,Zimbabwe,India,Winner2ndInning,Cuttack,"Dec 2, 2000",India,India,Away,Home,First,Second
1589,ODI # 1657,Zimbabwe,India,Winner1stInning,Ahmedabad,"Dec 5, 2000",India,India,Away,Home,Second,First
1590,ODI # 1658,Zimbabwe,India,Winner2ndInning,Jodhpur,"Dec 8, 2000",Zimbabwe,India,Away,Home,Second,First
1591,ODI # 1659,Zimbabwe,India,Winner2ndInning,Kanpur,"Dec 11, 2000",India,India,Away,Home,First,Second
1592,ODI # 1660,Zimbabwe,India,Winner1stInning,Rajkot,"Dec 14, 2000",India,India,Away,Home,Second,First
1593,ODI # 1661,Sri Lanka,South Africa,Winner2ndInning,Port Elizabeth,"Dec 15, 2000",South Africa,South Africa,Away,Home,First,Second
1594,ODI # 1662,Sri Lanka,South Africa,Winner1stInning,East London,"Dec 17, 2000",South Africa,South Africa,Away,Home,Second,First
1595,ODI # 1663,Zimbabwe,New Zealand,Winner1stInning,Taupo,"Jan 2, 2001",Zimbabwe,New Zealand,Away,Home,First,Second
1596,ODI # 1664,Zimbabwe,New Zealand,Winner2ndInning,Wellington,"Jan 4, 2001",New Zealand,New Zealand,Away,Home,First,Second
1597,ODI # 1665,Zimbabwe,New Zealand,Winner2ndInning,Auckland,"Jan 7, 2001",Zimbabwe,New Zealand,Away,Home,Second,First
1598,ODI # 1666,Sri Lanka,South Africa,Winner2ndInning,Paarl,"Jan 9, 2001",South Africa,South Africa,Away,Home,First,Second
1599,ODI # 1667,West Indies,Australia,Winner1stInning,Melbourne,"Jan 11, 2001",Australia,Australia,Away,Home,Second,First
1600,ODI # 1668,Sri Lanka,South Africa,Winner1stInning,Cape Town,"Jan 11, 2001",South Africa,South Africa,Away,Home,Second,First
1601,ODI # 1669,Zimbabwe,West Indies,Winner2ndInning,Brisbane,"Jan 13, 2001",West Indies,Australia,Neutral,Neutral,First,Second
1602,ODI # 1670,West Indies,Australia,Winner2ndInning,Brisbane,"Jan 14, 2001",Australia,Australia,Away,Home,First,Second
1603,ODI # 1671,Sri Lanka,South Africa,Winner2ndInning,Bloemfontein,"Jan 14, 2001",South Africa,South Africa,Away,Home,First,Second
1604,ODI # 1672,West Indies,Australia,Winner1stInning,Sydney,"Jan 17, 2001",Australia,Australia,Away,Home,Second,First
1605,ODI # 1673,Sri Lanka,South Africa,Winner1stInning,Johannesburg,"Jan 17, 2001",Sri Lanka,South Africa,Away,Home,First,Second
1606,ODI # 1674,Zimbabwe,Australia,Winner2ndInning,Melbourne,"Jan 21, 2001",Australia,Australia,Away,Home,First,Second
1607,ODI # 1675,Zimbabwe,West Indies,Winner1stInning,Sydney,"Jan 23, 2001",Zimbabwe,Australia,Neutral,Neutral,First,Second
1608,ODI # 1676,Zimbabwe,West Indies,Winner1stInning,Adelaide,"Jan 25, 2001",West Indies,Australia,Neutral,Neutral,Second,First
1609,ODI # 1677,West Indies,Australia,Winner2ndInning,Adelaide,"Jan 26, 2001",Australia,Australia,Away,Home,First,Second
1610,ODI # 1678,Zimbabwe,Australia,Winner1stInning,Sydney,"Jan 28, 2001",Australia,Australia,Away,Home,Second,First
1611,ODI # 1679,Zimbabwe,Australia,Winner2ndInning,Hobart,"Jan 30, 2001",Australia,Australia,Away,Home,First,Second
1612,ODI # 1680,Sri Lanka,New Zealand,Winner1stInning,Napier,"Jan 31, 2001",Sri Lanka,New Zealand,Away,Home,First,Second
1613,ODI # 1681,Zimbabwe,West Indies,Winner1stInning,Perth,"Feb 2, 2001",West Indies,Australia,Neutral,Neutral,Second,First
1614,ODI # 1682,Sri Lanka,New Zealand,Winner2ndInning,Wellington,"Feb 3, 2001",Sri Lanka,New Zealand,Away,Home,Second,First
1615,ODI # 1683,Zimbabwe,Australia,Winner1stInning,Perth,"Feb 4, 2001",Australia,Australia,Away,Home,Second,First
1616,ODI # 1684,Sri Lanka,New Zealand,Winner2ndInning,Auckland,"Feb 6, 2001",Sri Lanka,New Zealand,Away,Home,Second,First
1617,ODI # 1685,West Indies,Australia,Winner1stInning,Sydney,"Feb 7, 2001",Australia,Australia,Away,Home,Second,First
1618,ODI # 1686,Sri Lanka,New Zealand,Winner1stInning,Hamilton,"Feb 8, 2001",Sri Lanka,New Zealand,Away,Home,First,Second
1619,ODI # 1687,West Indies,Australia,Winner1stInning,Melbourne,"Feb 9, 2001",Australia,Australia,Away,Home,Second,First
1620,ODI # 1688,Sri Lanka,New Zealand,Winner1stInning,Christchurch,"Feb 11, 2001",New Zealand,New Zealand,Away,Home,Second,First
1621,ODI # 1689,Pakistan,New Zealand,Winner2ndInning,Auckland,"Feb 17-18, 2001",Pakistan,New Zealand,Away,Home,Second,First
1622,ODI # 1690,Pakistan,New Zealand,Winner2ndInning,Napier,"Feb 20, 2001",New Zealand,New Zealand,Away,Home,First,Second
1623,ODI # 1691,Pakistan,New Zealand,Winner1stInning,Wellington,"Feb 22, 2001",Pakistan,New Zealand,Away,Home,First,Second
1624,ODI # 1692,Pakistan,New Zealand,Winner1stInning,Christchurch,"Feb 25, 2001",New Zealand,New Zealand,Away,Home,Second,First
1625,ODI # 1693,Pakistan,New Zealand,Winner2ndInning,Dunedin,"Feb 28, 2001",New Zealand,New Zealand,Away,Home,First,Second
1626,ODI # 1694,England,Sri Lanka,Winner2ndInning,Dambulla,"Mar 23, 2001",Sri Lanka,Sri Lanka,Away,Home,First,Second
1627,ODI # 1695,England,Sri Lanka,Winner1stInning,Colombo,"Mar 25, 2001",Sri Lanka,Sri Lanka,Away,Home,Second,First
1628,ODI # 1696,Australia,India,Winner1stInning,Bengaluru,"Mar 25, 2001",India,India,Away,Home,Second,First
1629,ODI # 1697,England,Sri Lanka,Winner2ndInning,Colombo,"Mar 27, 2001",Sri Lanka,Sri Lanka,Away,Home,First,Second
1630,ODI # 1698,Australia,India,Winner2ndInning,Pune,"Mar 28, 2001",Australia,India,Away,Home,Second,First
1631,ODI # 1699,Australia,India,Winner1stInning,Indore,"Mar 31, 2001",India,India,Away,Home,Second,First
1632,ODI # 1700,Australia,India,Winner1stInning,Visakhapatnam,"Apr 3, 2001",Australia,India,Away,Home,First,Second
1633,ODI # 1701,Australia,India,Winner2ndInning,Margao,"Apr 6, 2001",Australia,India,Away,Home,Second,First
1634,ODI # 1702,Bangladesh,Zimbabwe,Winner2ndInning,Harare,"Apr 7, 2001",Zimbabwe,Zimbabwe,Away,Home,First,Second
1635,ODI # 1703,Bangladesh,Zimbabwe,Winner1stInning,Harare,"Apr 8, 2001",Zimbabwe,Zimbabwe,Away,Home,Second,First
1636,ODI # 1704,Sri Lanka,Pakistan,Winner1stInning,Sharjah,"Apr 8, 2001",Pakistan,U.A.E.,Neutral,Neutral,Second,First
1637,ODI # 1705,Sri Lanka,New Zealand,Winner1stInning,Sharjah,"Apr 10, 2001",Sri Lanka,U.A.E.,Neutral,Neutral,First,Second
1638,ODI # 1706,Bangladesh,Zimbabwe,Winner1stInning,Bulawayo,"Apr 11, 2001",Zimbabwe,Zimbabwe,Away,Home,Second,First
1639,ODI # 1707,Pakistan,New Zealand,Winner2ndInning,Sharjah,"Apr 12, 2001",Pakistan,U.A.E.,Neutral,Neutral,Second,First
1640,ODI # 1708,Sri Lanka,Pakistan,Winner1stInning,Sharjah,"Apr 13, 2001",Pakistan,U.A.E.,Neutral,Neutral,Second,First
1641,ODI # 1709,Pakistan,New Zealand,Winner2ndInning,Sharjah,"Apr 15, 2001",Pakistan,U.A.E.,Neutral,Neutral,Second,First
1642,ODI # 1710,Sri Lanka,New Zealand,Winner1stInning,Sharjah,"Apr 17, 2001",New Zealand,U.A.E.,Neutral,Neutral,Second,First
1643,ODI # 1711,Sri Lanka,Pakistan,Winner1stInning,Sharjah,"Apr 20, 2001",Sri Lanka,U.A.E.,Neutral,Neutral,First,Second
1644,ODI # 1712,South Africa,West Indies,Winner2ndInning,Kingston,"Apr 28, 2001",West Indies,West Indies,Away,Home,First,Second
1645,ODI # 1713,South Africa,West Indies,Winner2ndInning,St John's,"May 2, 2001",South Africa,West Indies,Away,Home,Second,First
1646,ODI # 1714,South Africa,West Indies,Winner1stInning,St George's,"May 5, 2001",South Africa,West Indies,Away,Home,First,Second
1647,ODI # 1715,South Africa,West Indies,Winner2ndInning,St George's,"May 6, 2001",South Africa,West Indies,Away,Home,Second,First
1648,ODI # 1716,South Africa,West Indies,Winner2ndInning,Bridgetown,"May 9, 2001",South Africa,West Indies,Away,Home,Second,First
1649,ODI # 1717,South Africa,West Indies,Winner1stInning,Port of Spain,"May 12, 2001",South Africa,West Indies,Away,Home,First,Second
1650,ODI # 1718,South Africa,West Indies,Winner2ndInning,Kingstown,"May 16, 2001",West Indies,West Indies,Away,Home,First,Second
1651,ODI # 1719,Pakistan,England,Winner1stInning,Birmingham,"Jun 7, 2001",Pakistan,England,Away,Home,First,Second
1652,ODI # 1720,Pakistan,Australia,Winner2ndInning,Cardiff,"Jun 9, 2001",Australia,England,Neutral,Neutral,First,Second
1653,ODI # 1721,Australia,England,Winner2ndInning,Bristol,"Jun 10, 2001",Australia,England,Away,Home,Second,First
1654,ODI # 1722,Pakistan,England,Winner1stInning,Lord's,"Jun 12, 2001",Pakistan,England,Away,Home,First,Second
1655,ODI # 1723,Australia,England,Winner1stInning,Manchester,"Jun 14, 2001",Australia,England,Away,Home,First,Second
1657,ODI # 1725,Pakistan,Australia,Winner1stInning,Nottingham,"Jun 19, 2001",Pakistan,England,Neutral,Neutral,First,Second
1658,ODI # 1726,Australia,England,Winner2ndInning,The Oval,"Jun 21, 2001",Australia,England,Away,Home,Second,First
1659,ODI # 1727,West Indies,Zimbabwe,Winner1stInning,Harare,"Jun 23, 2001",West Indies,Zimbabwe,Away,Home,First,Second
1660,ODI # 1728,Pakistan,Australia,Winner2ndInning,Lord's,"Jun 23, 2001",Australia,England,Neutral,Neutral,First,Second
1661,ODI # 1729,India,Zimbabwe,Winner2ndInning,Harare,"Jun 24, 2001",India,Zimbabwe,Away,Home,Second,First
1662,ODI # 1730,India,Zimbabwe,Winner2ndInning,Bulawayo,"Jun 27, 2001",India,Zimbabwe,Away,Home,Second,First
1663,ODI # 1731,West Indies,India,Winner2ndInning,Bulawayo,"Jun 30, 2001",India,Zimbabwe,Neutral,Neutral,First,Second
1664,ODI # 1732,West Indies,Zimbabwe,Winner2ndInning,Bulawayo,"Jul 1, 2001",West Indies,Zimbabwe,Away,Home,Second,First
1665,ODI # 1733,West Indies,India,Winner2ndInning,Harare,"Jul 4, 2001",India,Zimbabwe,Neutral,Neutral,First,Second
1666,ODI # 1734,West Indies,India,Winner1stInning,Harare,"Jul 7, 2001",West Indies,Zimbabwe,Neutral,Neutral,First,Second
1667,ODI # 1735,New Zealand,Sri Lanka,Winner1stInning,Colombo,"Jul 18, 2001",Sri Lanka,Sri Lanka,Away,Home,Second,First
1668,ODI # 1736,New Zealand,India,Winner1stInning,Colombo,"Jul 20, 2001",New Zealand,Sri Lanka,Neutral,Neutral,First,Second
1669,ODI # 1737,India,Sri Lanka,Winner1stInning,Colombo,"Jul 22, 2001",Sri Lanka,Sri Lanka,Away,Home,Second,First
1670,ODI # 1738,New Zealand,Sri Lanka,Winner2ndInning,Colombo,"Jul 25, 2001",Sri Lanka,Sri Lanka,Away,Home,First,Second
1671,ODI # 1739,New Zealand,India,Winner1stInning,Colombo,"Jul 26, 2001",New Zealand,Sri Lanka,Neutral,Neutral,First,Second
1672,ODI # 1740,India,Sri Lanka,Winner2ndInning,Colombo,"Jul 28, 2001",India,Sri Lanka,Away,Home,Second,First
1673,ODI # 1741,New Zealand,Sri Lanka,Winner1stInning,Colombo,"Jul 31, 2001",Sri Lanka,Sri Lanka,Away,Home,Second,First
1674,ODI # 1742,India,Sri Lanka,Winner1stInning,Colombo,"Aug 1, 2001",India,Sri Lanka,Away,Home,First,Second
1675,ODI # 1743,New Zealand,India,Winner2ndInning,Colombo,"Aug 2, 2001",India,Sri Lanka,Neutral,Neutral,First,Second
1676,ODI # 1744,India,Sri Lanka,Winner1stInning,Colombo,"Aug 5, 2001",Sri Lanka,Sri Lanka,Away,Home,Second,First
1677,ODI # 1745,West Indies,Kenya,Winner1stInning,Nairobi,"Aug 15, 2001",West Indies,Kenya,Away,Home,First,Second
1678,ODI # 1746,West Indies,Kenya,Winner2ndInning,Nairobi,"Aug 18, 2001",West Indies,Kenya,Away,Home,Second,First
1679,ODI # 1747,West Indies,Kenya,Winner2ndInning,Nairobi,"Aug 19, 2001",West Indies,Kenya,Away,Home,Second,First
1680,ODI # 1748,South Africa,Zimbabwe,Winner1stInning,Bulawayo,"Sep 23, 2001",South Africa,Zimbabwe,Away,Home,First,Second
1681,ODI # 1749,South Africa,Zimbabwe,Winner1stInning,Harare,"Sep 29, 2001",South Africa,Zimbabwe,Away,Home,First,Second
1682,ODI # 1750,South Africa,Zimbabwe,Winner2ndInning,Harare,"Sep 30, 2001",South Africa,Zimbabwe,Away,Home,Second,First
1683,ODI # 1751,England,Zimbabwe,Winner2ndInning,Harare,"Oct 3, 2001",England,Zimbabwe,Away,Home,Second,First
1684,ODI # 1752,India,South Africa,Winner2ndInning,Johannesburg,"Oct 5, 2001",South Africa,South Africa,Away,Home,First,Second
1685,ODI # 1753,England,Zimbabwe,Winner2ndInning,Harare,"Oct 6, 2001",England,Zimbabwe,Away,Home,Second,First
1686,ODI # 1754,England,Zimbabwe,Winner2ndInning,Harare,"Oct 7, 2001",England,Zimbabwe,Away,Home,Second,First
1687,ODI # 1755,Kenya,South Africa,Winner2ndInning,Benoni,"Oct 7, 2001",South Africa,South Africa,Away,Home,First,Second
1688,ODI # 1756,England,Zimbabwe,Winner1stInning,Bulawayo,"Oct 10, 2001",England,Zimbabwe,Away,Home,First,Second
1689,ODI # 1757,India,South Africa,Winner1stInning,Centurion,"Oct 10, 2001",India,South Africa,Away,Home,First,Second
1690,ODI # 1758,Kenya,India,Winner2ndInning,Bloemfontein,"Oct 12, 2001",India,South Africa,Neutral,Neutral,First,Second
1691,ODI # 1759,England,Zimbabwe,Winner2ndInning,Bulawayo,"Oct 13, 2001",England,Zimbabwe,Away,Home,Second,First
1692,ODI # 1760,Kenya,South Africa,Winner2ndInning,Kimberley,"Oct 14, 2001",South Africa,South Africa,Away,Home,First,Second
1693,ODI # 1761,Kenya,India,Winner1stInning,Port Elizabeth,"Oct 17, 2001",Kenya,South Africa,Neutral,Neutral,First,Second
1694,ODI # 1762,India,South Africa,Winner1stInning,East London,"Oct 19, 2001",South Africa,South Africa,Away,Home,Second,First
1695,ODI # 1763,Kenya,South Africa,Winner1stInning,Cape Town,"Oct 22, 2001",South Africa,South Africa,Away,Home,Second,First
1696,ODI # 1764,Kenya,India,Winner1stInning,Paarl,"Oct 24, 2001",India,South Africa,Neutral,Neutral,Second,First
1697,ODI # 1765,Zimbabwe,Sri Lanka,Winner1stInning,Sharjah,"Oct 26, 2001",Sri Lanka,U.A.E.,Neutral,Neutral,Second,First
1698,ODI # 1766,India,South Africa,Winner2ndInning,Durban,"Oct 26, 2001",South Africa,South Africa,Away,Home,First,Second
1699,ODI # 1767,Sri Lanka,Pakistan,Winner2ndInning,Sharjah,"Oct 27, 2001",Sri Lanka,U.A.E.,Neutral,Neutral,Second,First
1700,ODI # 1768,Zimbabwe,Pakistan,Winner1stInning,Sharjah,"Oct 28, 2001",Pakistan,U.A.E.,Neutral,Neutral,Second,First
1701,ODI # 1769,Zimbabwe,Sri Lanka,Winner1stInning,Sharjah,"Oct 30, 2001",Sri Lanka,U.A.E.,Neutral,Neutral,Second,First
1702,ODI # 1770,Zimbabwe,Pakistan,Winner1stInning,Sharjah,"Oct 31, 2001",Pakistan,U.A.E.,Neutral,Neutral,Second,First
1703,ODI # 1771,Sri Lanka,Pakistan,Winner2ndInning,Sharjah,"Nov 2, 2001",Pakistan,U.A.E.,Neutral,Neutral,First,Second
1704,ODI # 1772,Sri Lanka,Pakistan,Winner2ndInning,Sharjah,"Nov 4, 2001",Pakistan,U.A.E.,Neutral,Neutral,First,Second
1705,ODI # 1773,Zimbabwe,Bangladesh,Winner2ndInning,Chittagong,"Nov 23, 2001",Zimbabwe,Bangladesh,Away,Home,Second,First
1706,ODI # 1774,Zimbabwe,Bangladesh,Winner1stInning,Dhaka,"Nov 25, 2001",Zimbabwe,Bangladesh,Away,Home,First,Second
1707,ODI # 1775,Zimbabwe,Bangladesh,Winner2ndInning,Dhaka,"Nov 26, 2001",Zimbabwe,Bangladesh,Away,Home,Second,First
1708,ODI # 1776,Zimbabwe,Sri Lanka,Winner2ndInning,Colombo,"Dec 8, 2001",Sri Lanka,Sri Lanka,Away,Home,First,Second
1709,ODI # 1777,Zimbabwe,West Indies,Winner2ndInning,Colombo,"Dec 9, 2001",Zimbabwe,Sri Lanka,Neutral,Neutral,Second,First
1710,ODI # 1778,West Indies,Sri Lanka,Winner1stInning,Colombo,"Dec 11, 2001",West Indies,Sri Lanka,Away,Home,First,Second
1711,ODI # 1779,Zimbabwe,Sri Lanka,Winner1stInning,Colombo,"Dec 12, 2001",Sri Lanka,Sri Lanka,Away,Home,Second,First
1712,ODI # 1780,West Indies,Sri Lanka,Winner2ndInning,Kandy,"Dec 15, 2001",Sri Lanka,Sri Lanka,Away,Home,First,Second
1713,ODI # 1781,Zimbabwe,West Indies,Winner2ndInning,Kandy,"Dec 16, 2001",West Indies,Sri Lanka,Neutral,Neutral,First,Second
1714,ODI # 1782,West Indies,Sri Lanka,Winner1stInning,Colombo,"Dec 19, 2001",Sri Lanka,Sri Lanka,Away,Home,Second,First
1715,ODI # 1783,New Zealand,Australia,Winner1stInning,Melbourne,"Jan 11, 2002",New Zealand,Australia,Away,Home,First,Second
1716,ODI # 1784,South Africa,Australia,Winner2ndInning,Melbourne,"Jan 13, 2002",South Africa,Australia,Away,Home,Second,First
1717,ODI # 1785,South Africa,New Zealand,Winner1stInning,Hobart,"Jan 15, 2002",South Africa,Australia,Neutral,Neutral,First,Second
1718,ODI # 1786,New Zealand,Australia,Winner1stInning,Sydney,"Jan 17, 2002",New Zealand,Australia,Away,Home,First,Second
1719,ODI # 1787,South Africa,New Zealand,Winner2ndInning,Brisbane,"Jan 19, 2002",New Zealand,Australia,Neutral,Neutral,First,Second
1720,ODI # 1788,England,India,Winner1stInning,Kolkata,"Jan 19, 2002",India,India,Away,Home,Second,First
1721,ODI # 1789,South Africa,Australia,Winner1stInning,Brisbane,"Jan 20, 2002",Australia,Australia,Away,Home,Second,First
1722,ODI # 1790,Pakistan,Bangladesh,Winner1stInning,Chittagong,"Jan 22, 2002",Pakistan,Bangladesh,Away,Home,First,Second
1723,ODI # 1791,South Africa,Australia,Winner2ndInning,Sydney,"Jan 22, 2002",Australia,Australia,Away,Home,First,Second
1724,ODI # 1792,England,India,Winner1stInning,Cuttack,"Jan 22, 2002",England,India,Away,Home,First,Second
1725,ODI # 1793,Pakistan,Bangladesh,Winner1stInning,Dhaka,"Jan 24, 2002",Pakistan,Bangladesh,Away,Home,First,Second
1726,ODI # 1794,Pakistan,Bangladesh,Winner2ndInning,Dhaka,"Jan 25, 2002",Pakistan,Bangladesh,Away,Home,Second,First
1727,ODI # 1795,England,India,Winner2ndInning,Chennai,"Jan 25, 2002",India,India,Away,Home,First,Second
1728,ODI # 1796,New Zealand,Australia,Winner1stInning,Adelaide,"Jan 26, 2002",New Zealand,Australia,Away,Home,First,Second
1729,ODI # 1797,South Africa,New Zealand,Winner1stInning,Adelaide,"Jan 27, 2002",South Africa,Australia,Neutral,Neutral,First,Second
1730,ODI # 1798,England,India,Winner2ndInning,Kanpur,"Jan 28, 2002",India,India,Away,Home,First,Second
1731,ODI # 1799,New Zealand,Australia,Winner2ndInning,Melbourne,"Jan 29, 2002",Australia,Australia,Away,Home,First,Second
1732,ODI # 1800,England,India,Winner1stInning,Delhi,"Jan 31, 2002",England,India,Away,Home,First,Second
1733,ODI # 1801,South Africa,New Zealand,Winner1stInning,Perth,"Feb 1, 2002",South Africa,Australia,Neutral,Neutral,First,Second
1734,ODI # 1802,South Africa,Australia,Winner1stInning,Perth,"Feb 3, 2002",Australia,Australia,Away,Home,Second,First
1735,ODI # 1803,England,India,Winner1stInning,Mumbai,"Feb 3, 2002",England,India,Away,Home,First,Second
1736,ODI # 1804,South Africa,New Zealand,Winner2ndInning,Melbourne,"Feb 6, 2002",South Africa,Australia,Neutral,Neutral,Second,First
1737,ODI # 1805,South Africa,New Zealand,Winner2ndInning,Sydney,"Feb 8, 2002",South Africa,Australia,Neutral,Neutral,Second,First
1738,ODI # 1806,England,New Zealand,Winner2ndInning,Christchurch,"Feb 13, 2002",New Zealand,New Zealand,Away,Home,First,Second
1739,ODI # 1807,West Indies,Pakistan,Winner2ndInning,Sharjah,"Feb 14, 2002",Pakistan,U.A.E.,Neutral,Neutral,First,Second
1740,ODI # 1808,West Indies,Pakistan,Winner1stInning,Sharjah,"Feb 15, 2002",Pakistan,U.A.E.,Neutral,Neutral,Second,First
1741,ODI # 1809,England,New Zealand,Winner1stInning,Wellington,"Feb 16, 2002",New Zealand,New Zealand,Away,Home,Second,First
1742,ODI # 1810,West Indies,Pakistan,Winner1stInning,Sharjah,"Feb 17, 2002",West Indies,U.A.E.,Neutral,Neutral,First,Second
1743,ODI # 1811,England,New Zealand,Winner1stInning,Napier,"Feb 20, 2002",England,New Zealand,Away,Home,First,Second
